WBID,LocID,LocIDNew,Organization,Longitude,Latitude,WaterbodyName,SiteID,SiteLocation,SampleLocation,Distance,freqLocID,freqWBID,siteDescription,siteComment
6140538,168,168,RIWW,-71.515,41.458,Asa Pond,WW209,NA,SS1,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 SS,
6140538,168,168,RIWW,-71.515,41.458,Asa Pond,WW209,NA,SS2,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 SS,
6140538,168,168,RIWW,-71.515,41.458,Asa Pond,WW209,NA,SS3,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 SS,
6140538,168,168,RIWW,-71.515,41.458,Asa Pond,WW209,NA,SSC,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 SS,
6140628,172,172,RIWW,-71.7998,41.3818,Chapman Pond,WW200,NA,SS1,0,1,26,WBID= 6140628 RIWW Chapman Pond WW200 SS,
6140576,175,174,RIWW,-71.6309,41.4244,Pasquisett Pond,WW30,NA,SS1,0,1,13,WBID= 6140576 RIWW Pasquisett Pond WW30 SS,
6140576,177,208,RIWW,-71.6314,41.4274,Pasquisett Pond,WW30,NA,SS1,0,4,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,177,208,RIWW,-71.6314,41.4274,Pasquisett Pond,WW30,NA,WL1,0,4,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,177,208,RIWW,-71.6314,41.4274,Pasquisett Pond,WW30,NA,WL2,0,4,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,177,208,RIWW,-71.6314,41.4274,Pasquisett Pond,WW30,NA,WL3,0,4,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6127295,179,183,RIWW,-71.4672,41.7878,Randall Pond,WW36,NA,SS1,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,179,183,RIWW,-71.4672,41.7878,Randall Pond,WW36,NA,SS2,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,179,183,RIWW,-71.4672,41.7878,Randall Pond,WW36,NA,SS3,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,180,183,RIWW,-71.4678,41.7876,Randall Pond,WW36,NA,SS1,0,1,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,181,183,RIWW,-71.4678,41.7891,Randall Pond,WW36,NA,SS1,0,1,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,182,183,RIWW,-71.4678,41.789,Randall Pond,WW36,NA,SS1,0,1,21,WBID= 6127295 RIWW Randall Pond WW36 SS,
6127295,183,213,RIWW,-71.4674,41.7877,Randall Pond,WW36,NA,SS1,0,4,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,183,213,RIWW,-71.4674,41.7877,Randall Pond,WW36,NA,WL1,0,4,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,183,213,RIWW,-71.4674,41.7877,Randall Pond,WW36,NA,WL2,0,4,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,183,213,RIWW,-71.4674,41.7877,Randall Pond,WW36,NA,WL3,0,4,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127315,185,167,RIWW,-71.412,41.78,Roger Williams Park Pond,WW37,Cunliff Pond (RWP #7),SS1,0,1,8,WBID= 6127315 RIWW Roger Williams Park Pond WW37 Cunliff Pond (RWP #7) SS1,
6127747,186,186,RIWW,-71.2733,41.5842,Upper Melville Pond,WW183,NA,SS1,0,1,5,WBID= 6127747 RIWW Upper Melville Pond WW183 SS1,
6127455,187,187,RIWW,-71.4151,41.7249,Warwick Pond,WW59,NA,SS1,0,1,11,WBID= 6127455 RIWW Warwick Pond WW59 SS,
6127455,189,187,RIWW,-71.4151,41.7252,Warwick Pond,WW59,NA,SS1,0,1,11,WBID= 6127455 RIWW Warwick Pond WW59 SS,
6139878,190,190,RIWW,-71.5764,41.5153,Yawgoo Pond,WW68,NA,SS1,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6139878,190,190,RIWW,-71.5764,41.5153,Yawgoo Pond,WW68,NA,SS2,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6139878,190,190,RIWW,-71.5764,41.5153,Yawgoo Pond,WW68,NA,SS3,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6139878,190,190,RIWW,-71.5764,41.5153,Yawgoo Pond,WW68,NA,SSC,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6139878,191,190,RIWW,-71.5764,41.515,Yawgoo Pond,WW68,NA,SS1,0,1,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6139878,192,190,RIWW,-71.5761,41.5153,Yawgoo Pond,WW68,NA,SS1,0,1,26,WBID= 6139878 RIWW Yawgoo Pond WW68 SS,
6140628,194,172,RIWW,-71.7996,41.382,Chapman Pond,WW200,NA,SS1,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 SS,
6140628,194,172,RIWW,-71.7996,41.382,Chapman Pond,WW200,NA,SS2,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 SS,
6140628,194,172,RIWW,-71.7996,41.382,Chapman Pond,WW200,NA,SS3,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 SS,
6139878,195,218,RIWW,-71.5714,41.5111,Yawgoo Pond,WW68,NA,SSC,0,5,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,195,218,RIWW,-71.5714,41.5111,Yawgoo Pond,WW68,NA,WL1,0,5,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,195,218,RIWW,-71.5714,41.5111,Yawgoo Pond,WW68,NA,WL2,0,5,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,195,218,RIWW,-71.5714,41.5111,Yawgoo Pond,WW68,NA,WL3,0,5,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,195,218,RIWW,-71.5714,41.5111,Yawgoo Pond,WW68,NA,WLC,0,5,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6140538,196,196,RIWW,-71.5127,41.459,Asa Pond,WW209,NA,WL1,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 WL,
6140538,196,196,RIWW,-71.5127,41.459,Asa Pond,WW209,NA,WL2,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 WL,
6140538,196,196,RIWW,-71.5127,41.459,Asa Pond,WW209,NA,WL3,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 WL,
6140538,196,196,RIWW,-71.5127,41.459,Asa Pond,WW209,NA,WLC,0,4,8,WBID= 6140538 RIWW Asa Pond WW209 WL,
6140628,197,197,RIWW,-71.7962,41.3796,Chapman Pond,WW200,NA,WL1,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,197,197,RIWW,-71.7962,41.3796,Chapman Pond,WW200,NA,WL2,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,197,197,RIWW,-71.7962,41.3796,Chapman Pond,WW200,NA,WL3,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,197,197,RIWW,-71.7962,41.3796,Chapman Pond,WW200,NA,WLC,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,198,197,RIWW,-71.7953,41.3791,Chapman Pond,WW200,NA,WL1,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,198,197,RIWW,-71.7953,41.3791,Chapman Pond,WW200,NA,WL2,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,198,197,RIWW,-71.7953,41.3791,Chapman Pond,WW200,NA,WL3,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,198,197,RIWW,-71.7953,41.3791,Chapman Pond,WW200,NA,WLC,0,4,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,199,197,RIWW,-71.7959,41.3792,Chapman Pond,WW200,NA,WL1,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,199,197,RIWW,-71.7959,41.3792,Chapman Pond,WW200,NA,WL2,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,199,197,RIWW,-71.7959,41.3792,Chapman Pond,WW200,NA,WL3,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6127315,200,200,RIWW,-71.4114,41.7807,Roger Williams Park Pond,WW37,Cunliff Pond (RWP #7),WL1,0,1,8,WBID= 6127315 RIWW Roger Williams Park Pond WW37 Cunliff Pond (RWP #7) WL,
6127315,201,200,RIWW,-71.413,41.7785,Roger Williams Park Pond,WW37,Cunliff Pond (RWP #7),WL1,0,2,8,WBID= 6127315 RIWW Roger Williams Park Pond WW37 Cunliff Pond (RWP #7) WL,
6127315,201,200,RIWW,-71.413,41.7785,Roger Williams Park Pond,WW37,Cunliff Pond (RWP #7),WL2,0,2,8,WBID= 6127315 RIWW Roger Williams Park Pond WW37 Cunliff Pond (RWP #7) WL,
6140628,202,197,RIWW,-71.796,41.3791,Chapman Pond,WW200,NA,WL1,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,202,197,RIWW,-71.796,41.3791,Chapman Pond,WW200,NA,WL2,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,202,197,RIWW,-71.796,41.3791,Chapman Pond,WW200,NA,WL3,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,203,197,RIWW,-71.7961,41.3798,Chapman Pond,WW200,NA,WL1,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,203,197,RIWW,-71.7961,41.3798,Chapman Pond,WW200,NA,WL2,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6140628,203,197,RIWW,-71.7961,41.3798,Chapman Pond,WW200,NA,WL3,0,3,26,WBID= 6140628 RIWW Chapman Pond WW200 WL,
6127315,204,200,RIWW,-71.409,41.78,Roger Williams Park Pond,WW37,Cunliff Pond (RWP #7),WL1,0,1,8,WBID= 6127315 RIWW Roger Williams Park Pond WW37 Cunliff Pond (RWP #7) WL,
6127339,205,205,RIWW,-71.4467,41.7742,Blackmore Pond,WW05,NA,WL1,0,1,4,WBID= 6127339 RIWW Blackmore Pond WW05 WL1,
6127339,206,205,RIWW,-71.4469,41.7739,Blackmore Pond,WW05,NA,WL1,0,1,4,WBID= 6127339 RIWW Blackmore Pond WW05 WL1,
6127339,207,205,RIWW,-71.7767,41.7742,Blackmore Pond,WW05,NA,WL1,0,1,1,WBID= 6127339 RIWW Blackmore Pond WW05 WL1,Location wrong; WBID= 6127339
6140576,208,208,RIWW,-71.6315,41.4273,Pasquisett Pond,WW30,NA,WL1,0,1,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,209,208,RIWW,-71.6313,41.4274,Pasquisett Pond,WW30,NA,WL1,0,3,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,209,208,RIWW,-71.6313,41.4274,Pasquisett Pond,WW30,NA,WL2,0,3,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6140576,209,208,RIWW,-71.6313,41.4274,Pasquisett Pond,WW30,NA,WL3,0,3,13,WBID= 6140576 RIWW Pasquisett Pond WW30 WL,
6127295,210,213,RIWW,-71.4674,41.7876,Randall Pond,WW36,NA,WL1,0,1,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,211,213,RIWW,-71.4675,41.7876,Randall Pond,WW36,NA,WL1,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,211,213,RIWW,-71.4675,41.7876,Randall Pond,WW36,NA,WL2,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,211,213,RIWW,-71.4675,41.7876,Randall Pond,WW36,NA,WL3,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,212,213,RIWW,-71.4675,41.7877,Randall Pond,WW36,NA,WL1,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,212,213,RIWW,-71.4675,41.7877,Randall Pond,WW36,NA,WL2,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,212,213,RIWW,-71.4675,41.7877,Randall Pond,WW36,NA,WL3,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,213,213,RIWW,-71.4675,41.7875,Randall Pond,WW36,NA,WL1,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,213,213,RIWW,-71.4675,41.7875,Randall Pond,WW36,NA,WL2,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127295,213,213,RIWW,-71.4675,41.7875,Randall Pond,WW36,NA,WL3,0,3,21,WBID= 6127295 RIWW Randall Pond WW36 WL,
6127747,214,214,RIWW,-71.2728,41.5838,Upper Melville Pond,WW183,NA,WL1,0,4,5,WBID= 6127747 RIWW Upper Melville Pond WW183 WL,
6127747,214,214,RIWW,-71.2728,41.5838,Upper Melville Pond,WW183,NA,WL2,0,4,5,WBID= 6127747 RIWW Upper Melville Pond WW183 WL,
6127747,214,214,RIWW,-71.2728,41.5838,Upper Melville Pond,WW183,NA,WL3,0,4,5,WBID= 6127747 RIWW Upper Melville Pond WW183 WL,
6127747,214,214,RIWW,-71.2728,41.5838,Upper Melville Pond,WW183,NA,WLC,0,4,5,WBID= 6127747 RIWW Upper Melville Pond WW183 WL,
6127455,215,216,RIWW,-71.411,41.7227,Warwick Pond,WW59,NA,WL1,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,215,216,RIWW,-71.411,41.7227,Warwick Pond,WW59,NA,WL2,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,215,216,RIWW,-71.411,41.7227,Warwick Pond,WW59,NA,WL3,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,216,216,RIWW,-71.411,41.7226,Warwick Pond,WW59,NA,WL1,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,216,216,RIWW,-71.411,41.7226,Warwick Pond,WW59,NA,WL2,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,216,216,RIWW,-71.411,41.7226,Warwick Pond,WW59,NA,WL3,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,217,216,RIWW,-71.4109,41.7227,Warwick Pond,WW59,NA,WL1,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,217,216,RIWW,-71.4109,41.7227,Warwick Pond,WW59,NA,WL2,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6127455,217,216,RIWW,-71.4109,41.7227,Warwick Pond,WW59,NA,WL3,0,3,11,WBID= 6127455 RIWW Warwick Pond WW59 WL,
6139878,218,218,RIWW,-71.5711,41.5111,Yawgoo Pond,WW68,NA,WL1,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,218,218,RIWW,-71.5711,41.5111,Yawgoo Pond,WW68,NA,WL2,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,218,218,RIWW,-71.5711,41.5111,Yawgoo Pond,WW68,NA,WL3,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,218,218,RIWW,-71.5711,41.5111,Yawgoo Pond,WW68,NA,WLC,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,219,218,RIWW,-71.5719,41.51,Yawgoo Pond,WW68,NA,WL1,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,219,218,RIWW,-71.5719,41.51,Yawgoo Pond,WW68,NA,WL2,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,219,218,RIWW,-71.5719,41.51,Yawgoo Pond,WW68,NA,WL3,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,219,218,RIWW,-71.5719,41.51,Yawgoo Pond,WW68,NA,WLC,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,220,218,RIWW,-71.5714,41.5114,Yawgoo Pond,WW68,NA,WL1,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,220,218,RIWW,-71.5714,41.5114,Yawgoo Pond,WW68,NA,WL2,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,220,218,RIWW,-71.5714,41.5114,Yawgoo Pond,WW68,NA,WL3,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,220,218,RIWW,-71.5714,41.5114,Yawgoo Pond,WW68,NA,WLC,0,4,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,221,218,RIWW,-71.5717,41.51,Yawgoo Pond,WW68,NA,WL1,0,3,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,221,218,RIWW,-71.5717,41.51,Yawgoo Pond,WW68,NA,WL2,0,3,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6139878,221,218,RIWW,-71.5717,41.51,Yawgoo Pond,WW68,NA,WL3,0,3,26,WBID= 6139878 RIWW Yawgoo Pond WW68 WL,
6718859,148,148,UNH_CFB,-70.743766,44.086969,Highland Lake,NA,NA,WL1,0,3,3,WBID= 6718859 UNH_CFB Highland Lake WL,
6718859,148,148,UNH_CFB,-70.743766,44.086969,Highland Lake,NA,NA,WL2,0,3,3,WBID= 6718859 UNH_CFB Highland Lake WL,
6718859,148,148,UNH_CFB,-70.743766,44.086969,Highland Lake,NA,NA,WL3,0,3,3,WBID= 6718859 UNH_CFB Highland Lake WL,
9315263,149,149,UNH_CFB,-71.027485,43.628191,Pine River Pond,NA,Cooks Cove,SS1,0,3,3,WBID= 9315263 UNH_CFB Pine River Pond Cooks Cove SS,
9315263,149,149,UNH_CFB,-71.027485,43.628191,Pine River Pond,NA,Cooks Cove,SS2,0,3,3,WBID= 9315263 UNH_CFB Pine River Pond Cooks Cove SS,
9315263,149,149,UNH_CFB,-71.027485,43.628191,Pine River Pond,NA,Cooks Cove,SS3,0,3,3,WBID= 9315263 UNH_CFB Pine River Pond Cooks Cove SS,
5846990,150,150,UNH_CFB,-71.081729,43.222912,Nippo,NA,NA,Blank,0,4,4,WBID= 5846990 UNH_CFB Nippo,
5846990,150,150,UNH_CFB,-71.081729,43.222912,Nippo,NA,NA,WL1,0,4,4,WBID= 5846990 UNH_CFB Nippo,
5846990,150,150,UNH_CFB,-71.081729,43.222912,Nippo,NA,NA,WL2,0,4,4,WBID= 5846990 UNH_CFB Nippo,
5846990,150,150,UNH_CFB,-71.081729,43.222912,Nippo,NA,NA,WL3,0,4,4,WBID= 5846990 UNH_CFB Nippo,
6742526,151,151,UNH_CFB,-70.982824,42.849044,Attitash,NA,NA,Blank,0,4,4,WBID= 6742526 UNH_CFB Attitash,
6742526,151,151,UNH_CFB,-70.982824,42.849044,Attitash,NA,NA,WL1,0,4,4,WBID= 6742526 UNH_CFB Attitash,
6742526,151,151,UNH_CFB,-70.982824,42.849044,Attitash,NA,NA,WL2,0,4,4,WBID= 6742526 UNH_CFB Attitash,
6742526,151,151,UNH_CFB,-70.982824,42.849044,Attitash,NA,NA,WL3,0,4,4,WBID= 6742526 UNH_CFB Attitash,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,Blank,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL1,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL2,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL3,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL4,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL5,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL6,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL7,0,9,9,WBID= 5843810 UNH_CFB Williand,
5843810,152,152,UNH_CFB,-70.887625,43.228081,Williand,NA,NA,WL8,0,9,9,WBID= 5843810 UNH_CFB Williand,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,Blank,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,NA,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,NA,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS1,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS1,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS10,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS11,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS2,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS2,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS3,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS3,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS4,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS4,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS5,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS5,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS6,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS6,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS7,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS7,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS8,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS8,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,Sharks Location,SS9,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
6743032,153,153,UNH_CFB,-71.577089,42.883531,Baboosic,NA,East Shore,SS9,0,23,23,WBID= 6743032 UNH_CFB Baboosic,
9312481,154,154,UNH_CFB,-71.012252,43.543928,Lovell,NA,NA,Blank,0,2,2,WBID= 9312481 UNH_CFB Lovell,
9312481,154,154,UNH_CFB,-71.012252,43.543928,Lovell,NA,NA,NA,0,2,2,WBID= 9312481 UNH_CFB Lovell,
6738206,155,155,UNH_CFB,-71.195869,43.591914,Crescent Lake,NA,Center,NA,0,1,1,WBID= 6738206 UNH_CFB Crescent Lake Center,
6738198,156,156,UNH_CFB,-71.153126,43.604283,Wentworth,NA,Triggs,NA,0,1,4,WBID= 6738198 UNH_CFB Wentworth Triggs,
6738198,157,157,UNH_CFB,-71.172008,43.591914,Wentworth,NA,Fullers,NA,0,1,4,WBID= 6738198 UNH_CFB Wentworth Fullers,
6738198,158,158,UNH_CFB,-71.131411,43.592349,Wentworth,NA,Governors,NA,0,1,4,WBID= 6738198 UNH_CFB Wentworth Governors,
6738198,159,159,UNH_CFB,-71.157598,43.597897,Wentworth,NA,NA,NA,0,1,4,WBID= 6738198 UNH_CFB Wentworth,
9315143,160,160,UNH_CFB,-71.161709,43.865002,Silver,NA,East,NA,0,1,6,WBID= 9315143 UNH_CFB Silver East,
9315143,161,161,UNH_CFB,-71.170206,43.884058,Silver,NA,N. Island,NA,0,1,6,WBID= 9315143 UNH_CFB Silver N. Island,
9315143,162,162,UNH_CFB,-71.175184,43.88112,Silver,NA,North,NA,0,1,6,WBID= 9315143 UNH_CFB Silver North,
9315143,163,163,UNH_CFB,-71.175356,43.85807,Silver,NA,2Deep,NA,0,1,6,WBID= 9315143 UNH_CFB Silver 2Deep,
9315143,164,164,UNH_CFB,-71.172523,43.851015,Silver,NA,1South,NA,0,1,6,WBID= 9315143 UNH_CFB Silver 1South,
9315143,165,165,UNH_CFB,-71.169434,43.864692,Silver,NA,Center,NA,0,1,6,WBID= 9315143 UNH_CFB Silver Center,
22302965,1,1,VTDEC,-73.17383333,45.01333333,NA,50,NA,WL1,0,1,19,WBID= 22302965 VTDEC 50 WL1,
22302965,3,3,VTDEC,-73.22111667,44.96796667,NA,"Rt 78 Access, VT",NA,SS1,0,1,19,"WBID= 22302965 VTDEC Rt 78 Access, VT SS1",
22302965,4,4,VTDEC,-73.41283333,44.126,NA,7,NA,WL1,0,1,19,WBID= 22302965 VTDEC 7 WL1,
22302965,5,5,VTDEC,-73.22683333,44.70816667,NA,34,NA,WL1,0,1,19,WBID= 22302965 VTDEC 34 WL1,
22302965,6,6,VTDEC,-73.16216667,44.78533333,NA,40,NA,WL1,0,1,19,WBID= 22302965 VTDEC 40 WL1,
22302965,7,7,VTDEC,-73.28116667,44.582,NA,25,NA,WL1,0,1,19,WBID= 22302965 VTDEC 25 WL1,
22302965,8,8,VTDEC,-73.41816667,44.70116667,NA,33,NA,WL1,0,1,19,WBID= 22302965 VTDEC 33 WL1,
22302965,9,9,VTDEC,-73.40783333,43.95166667,NA,4,NA,WL1,0,1,19,WBID= 22302965 VTDEC 4 WL1,
22302965,10,10,VTDEC,-73.23166667,44.47483333,NA,21,NA,WL1,0,1,19,WBID= 22302965 VTDEC 21 WL1,
22302965,12,12,VTDEC,-73.355,44.75616667,NA,36,NA,WL1,0,1,19,WBID= 22302965 VTDEC 36 WL1,
22302965,13,13,VTDEC,-73.232,44.42583333,NA,16,NA,WL1,0,1,19,WBID= 22302965 VTDEC 16 WL1,
22302965,14,14,VTDEC,-73.09961667,45.00823333,NA,Highgate Cliffs,NA,WL1,0,1,19,WBID= 22302965 VTDEC Highgate Cliffs WL1,
22302965,15,15,VTDEC,-73.34,44.94833333,NA,46,NA,WL1,0,1,19,WBID= 22302965 VTDEC 46 WL1,
22302965,16,16,VTDEC,-73.29916667,44.471,NA,19,NA,WL1,0,1,19,WBID= 22302965 VTDEC 19 WL1,
